name,price,Odometer,Ground Clearance,,Electric Start,Type Approval,Fuel System,Throttle,Compression Ratio,Bed Capacity,Gears,"Seat Height, Laden",Protection Plan,Swingarm,"Weight, Maximum Capacity","Lean Angle, Right (deg.)",Turning Radius,Gear Ratios (overall) 6th,"Tires, Rear Specification",Induction,"Wheel Type, Optional Style",Vehicle Type,VIN,Gear Ratios (overall) 3rd,Shock Absorber,Rear braking system,Gear Ratios (overall) 2nd,Emissions,Front Suspension,Weight,Electrical,Dry Weight,Castor,"Reduction Ratio, Primary",Starter,Brake System Type,Seat Type,Trail,Oil Capacity (w/filter),Gearbox,Length,Height,Chassis,Overall Width,Gauges,"Rack capacity, front",Valve train,"Brake Disc Diameter, Rear",Year,Bed Box Dimensions (LxWxH),Drive/Driven Clutch,Carburetion,Acceleration,Rake/trail,Description,Motor Type,Front Wheel,"Gross Axle Weight Rating, Rear",Security Option,"Weight, In Running Order",Instrumentation,Fuel Injection,Rear Tires / Model,Fuel Economy: Combined City/Hwy,Drivetrain,Oil Filter,"Fuel Usage, 100% Load",Rear Wheel,Cylinders-Displacement (cc),Fuel Type,Spark Plug,Gear Ratios (overall) 5th,Engine Type,Warranty,"Maximum Torque, PTO",Oil capacity,Gear Ratios (overall) 4th,"Gross Axle Weight Rating, Front","Rack capacity, rear","Wheel Type, Front",Tail Light,Maximum Thrust,Stroke,Engine Torque,Engine Management,"Weight, As Shipped","Axle Capacity, Rear",Alternator,Stock Number,Fuel Capacity,Parking Brake,Cylinder Liners,Front Travel (in./cm.),Primary Drive,Fork,Rake (steering head) (deg),Transmission,"Range, City",Wheel Option,Steering,Turn Signal,California Emissions,Lighting,Air Cleaner,Final Drive,"Engine Torque, Maximum","Features, Optional",Raking Angle Degrees,Fuel Reserve,Motor Torque,Vivid Black,"Brake Disc Diameter, Front",Colors,Make,Front Wheel Travel,Rear Tire,Freight,Displacement,Curb Weight,Condition,Overall Height,Overall Vehicle Size (LxWxH),Note,Engine Power,Width,Family,"Reduction Ratio, Secondary",Model,Motor Power,Overall Width (in./cm.),Front Tire,"Steering Angle, Right",Overall Height (in./cm.),Gear Ratios (overall) 1st,Ignition,Engine,Transmission Fluid Volume,Lubrication,"Lean Angle, Left (deg.)",Duration,Rotor Diameter,Front Fork,Motor Controller,"Tires, Front Specification",Overall Length,Category,Rear Suspension,Chain Type,Unloaded Weight,Rear Shocks,Dimensions,Exhaust,Engine Torque (rpm),Engine Torque Testing Method,Operating Conditions,Oil Type,Front braking system,Luggage Capacity -Volume,Gear Shifter,Wheels,Maximum Power At Shaft,Cooling,Top Speed,Features,Two-Tone Option,Cooling System,Model Id,Wheelbase,Headlight Type,Payload Capacity,Rear Travel (in./cm.),Color,GVWR,Suspension,Luggage Capacity -Weight,Battery,"Tire Pressure, Rear",Clutch,"Rack capacity, total",Overall Length (in./cm.),"Steering Angle, Left","Tire Pressure, Front",Charging System,Bore,"Seat Height, Unladen",Cargo Capacity,Custom Color Option,Seat Height,Frame Type,Seating Capacity,Rear Wheel Travel,Front Tires / Model,Color Option,"Wheels Type, Rear","Brakes, Caliper Type",ABS Option,Drive System,Power System Type,Transmission/Final Drive,Engine Mount,Towing Capacity,Cruise Control Option,Color/Graphics
2019 Harley-Davidson® FXLR - Softail® Low Rider®,"$15,997 ",,5.1 in. (130 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,10.0:1,,,26.2 in. (665 mm),,,,29.6,,2.79,"180/70B16,77H,BW",,,,,4.793,,,6.454,,,,,,,,,,,6.4 in. (163 mm),,,"92.7 in. (2,355 mm)",,,,"4-inch analog speedometer with digital gear, odometer, fuel level, clock, trip, range and tachometer indication; 4-inch analog tachometer",,,,,,,,,,,,,,Standard,661 lb. (300 kg),,,,47 mpg (5 l/100 km),,,,,,,,3.307,,,,5 qt. (4.7 l),3.882,,,"Black, machine highlighted, Radiate cast aluminum wheel",,,4.375 in. (111 mm),110 ft-lb (149 Nm),,633 lb. (287 kg),,,,5 gal. (18.9 l),,,,"Chain, 34/46 ratio",,30,,,,,,$200 ,"High beam, turn signals, neutral, low oil pressure, engine diagnostics, ABS (optional), security, low battery voltage, low fuel",,,,,,,,,,,,,,$390 ,"107 cu in (1,746 cc)",,,,,,,,,,,,,,,,9.311,,Milwaukee-Eight® 107,,,29.6,,,,,"110/90B19,62H,BW",,,,,,,,2-into-2 shotgun; catalyst in muffler,"3,000",J1349,,,,,,,,,,,,,,"64.2 in. (1,630 mm)",,,,,,,,,,,,,,,,3.937 in. (100 mm),27.2 in. (690 mm),,,,,,,,"$15,449 ","Black, machine highlighted, Radiate cast aluminum wheel",4-piston fixed front and 2-piston floating rear,$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XG750A - Street Rod®,"$9,999 ",2220,8.1 in. (205 mm),,,,"Mikuni Twin Port Fuel Injection, 42 mm bore",,12.0:1,,,29.8 in. (757 mm),,,,37.3,,4.533,160/60 R17 V,,,Motorcycle / Scooter,1HD4NCG1XKC501478,7.446,,,10.074,,,,,,,,,,,3.9 in. (99 mm),,,"83.9 in. (2,130 mm)",,,,"3.5 inch electronic speedometer with high beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, blade key ignition and fork lock, and locking gas cap",,,,2019,,,,,,,,,,$395 ,525 lb. (238 kg),,,,54 mpg (4.3 l/100 km),,,,,,,,5.037,,,,3.3 qt. (3.1 l),6.006,,,"Black, 7-Split Open Spoke Cast Aluminum",,,2.6 in. (66 mm),47 ft-lb (64 Nm),,505 lb. (229 kg),,,U501478-EOS,3.5 gal. (13.1 l),,,,"Gear, 36/68 ratio",,27,,,,,,$50 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning",,,,,,,,,,,Harley-Davidson®,,,$330 ,46 cu in (749 cc),,Pre-owned,,,,,,Street®,,XG750A - Street Rod®,,,,,,14.272,,High Output Revolution X™ V-Twin,,,40.2,,,,,120/70 R17 V,,Cruiser,,,,,,Black two-into-one exhaust,"4,000",J1349,,,,,,,,,,,,,,"59.4 in. (1,510 mm)",,,,,,,,,,,,,,,,3.4 in. (85 mm),30.1 in. (765 mm),,,,,,,,"$8,994 ","Black, 7-Split Open Spoke Cast Aluminum",2-piston floated front and rear,$750 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 1200CX - Sportster® Roadster™,"$10,494 ",1649,5.9 in. (150 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,10:01,,,29.5 in. (749 mm),,,,30.8,,,150/70R18 M/C,,,Motorcycle / Scooter,1HD1LM316KC415654,4.948,,,6.653,,,,,,,,,,,5.5 in. (140 mm),,,"86 in. (2,185 mm)",,,,Dual Gauge – 4 “Digital Speedometer / Analog Tachometer,,,,2019,,,,,,,,,,$395 ,571 lb. (259 kg),,,,48 mpg (4.9 l/100 km),,,,,,,,3.517,,,,2.8 qt. (2.6 l),4.102,,,"Black Offset, Split 5-Spoke Cast Aluminum",,,3.8 in. (96.8 mm),76 ft-lb (103 Nm),,551 lb. (250 kg),,,U415654CL,3.3 gal. (12.5 l),,,,"Chain, 38/57 ratio",,28.9,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engie diagnostics, low fuel warning, low battery, security system (optional) and ABS (optional)",,,,,,,,,,,Harley-Davidson®,,,$360 ,"73.4 cu in (1,202 cc)",,Pre-owned,,,,,,Sportster®,,XL 1200CX - Sportster® Roadster™,,,,,,9.315,,"Air-cooled, Evolution®",,,31.1,,,,,120/70R19 M/C,,Cruiser,,,,,,Shorty-dual exhaust with chrome tapered mufflers with laser cut black heat shields,"3,750",J1349,,,,,,,,,,,,,,"59.3 in. (1,505 mm)",,,,,,,,,,,,,,,,3.5 in. (88.9 mm),30.9 in. (785 mm),,,,,,,,"$11,649 ","Black Offset, Split 5-Spoke Cast Aluminum","Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 1200NS - Sportster® Iron 1200™,"$9,995 ",2934,5.5 in.,,,,Electronic Sequential Port Fuel Injection (ESPFI),,10:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,Motorcycle / Scooter,1HD1LP312KC423266,4.948,,,6.653,,,,,,,,,,,4.6 in. (117 mm),,,"86.6 in. (2,200 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,564 lb. (256 kg),,,,48 mpg (4.9 l/100 km),,,,,,,,3.517,,,,2.8 qt. (2.6 l),4.102,,,"Black, 9-spoke",,,3.8 in. (96.8 mm),73 ft-lb (99 Nm),,547 lb. (248 kg),,,U423266,3.3 gal. (12.5 l),,,,"Chain, 38/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,"73.4 cu in (1,202 cc)",,Pre-owned,,,,,,Sportster®,,XL 1200NS - Sportster® Iron 1200™,,,,,,9.315,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,Cruiser,,,,,,"Black, staggered exhaust and headers with black slash-cut mufflers","3,500",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3.5 in. (88.9 mm),28.9 in. (735 mm),,,,,,,,"$10,349 ","Black, 9-spoke","Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 1200X - Sportster® Forty-Eight®,"$11,995 ",3351,4.3 in. (110 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,10:01,,,26.2 in. (665 mm),,,,27.1,,,150/80B16 77H,,,Motorcycle / Scooter,1HD1LC315KC402890,4.948,,,6.653,,,,,,,,,,,5.3 in. (135 mm),,,"85.2 in. (2,165 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,556 lb. (252 kg),,,,48 mpg (4.9 l/100 km),,,,,,,,3.517,,,,2.8 qt. (2.6 l),4.102,,,"Black, Split 9-Spoke Cast Aluminum w/ Machined Highlights",,,3.8 in. (96.8 mm),73 ft-lb (99 Nm),,545 lb. (247 kg),,,U402890-MKE,2.1 gal. (7.9 l),,,,"Chain, 38/57 ratio",,30.2,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,"73.4 cu in (1,202 cc)",,Pre-owned,,,,,,Sportster®,,XL 1200X - Sportster® Forty-Eight®,,,,,,9.315,,"Air-cooled, Evolution®",,,27.1,,,,,130/90B16 73H,,Cruiser,,,,,,"Black, staggered exhaust with slash-cut mufflers","3,500",J1349,,,,,,,,,,,,,,"58.9 in. (1,495 mm)",,,,,,,,,,,,,,,,3.5 in. (88.9 mm),28 in. (710 mm),,,,,,,,"$11,649 ","Black, Split 9-Spoke Cast Aluminum w/ Machined Highlights","Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 883N - Sportster® Iron 883™,"$9,994 ",,5.5 in. (140 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,,,5.531,,,7.436,,,,,,,,,,,4.6 in. (117 mm),,,"86 in. (2,185 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,,,,,,,,,,,$395 ,564 lb. (256 kg),,,,51 mpg (4.6 l/100 km),,,,,,,,3.931,,,,2.8 qt. (2.6 l),4.584,,,Black 9 Spoke with Machined Highlights,,,3.811 in. (96.8 mm),53.8 ft-lb (73 Nm),,545 lb. (247 kg),,,,3.3 gal. (12.5 l),,,,"Chain, 34/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,,,,$360 ,53.9 cu in (883 cc),,,,,,,,,,,,,,,,10.41,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,,,,,,,Black exhaust headers and black mufflers,"3,750",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3 in. (76.2 mm),29.9 in. (760 mm),,,,,,,,"$8,999 ",Black 9 Spoke with Machined Highlights,"Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 883N - Sportster® Iron 883™,"$9,749 ",1418,5.5 in. (140 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,Motorcycle / Scooter,1HD4LE214KC420274,5.531,,,7.436,,,,,,,,,,,4.6 in. (117 mm),,,"86 in. (2,185 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,564 lb. (256 kg),,,,51 mpg (4.6 l/100 km),,,,,,,,3.931,,,,2.8 qt. (2.6 l),4.584,,,Black 9 Spoke with Machined Highlights,,,3.811 in. (96.8 mm),53.8 ft-lb (73 Nm),,545 lb. (247 kg),,,U420274IL,3.3 gal. (12.5 l),,,,"Chain, 34/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,53.9 cu in (883 cc),,Pre-owned,,,,,,Sportster®,,XL 883N - Sportster® Iron 883™,,,,,,10.41,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,Cruiser,,,,,,Black exhaust headers and black mufflers,"3,750",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3 in. (76.2 mm),29.9 in. (760 mm),,,,,,,,"$8,999 ",Black 9 Spoke with Machined Highlights,"Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 883N - Sportster® Iron 883™,"$9,495 ",5024,5.5 in. (140 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,Motorcycle / Scooter,1HD4LE210KC402032,5.531,,,7.436,,,,,,,,,,,4.6 in. (117 mm),,,"86 in. (2,185 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,564 lb. (256 kg),,,,51 mpg (4.6 l/100 km),,,,,,,,3.931,,,,2.8 qt. (2.6 l),4.584,,,Black 9 Spoke with Machined Highlights,,,3.811 in. (96.8 mm),53.8 ft-lb (73 Nm),,545 lb. (247 kg),,,U402032WS,3.3 gal. (12.5 l),,,,"Chain, 34/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,53.9 cu in (883 cc),,Pre-owned,,,,,,Sportster®,,XL 883N - Sportster® Iron 883™,,,,,,10.41,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,Cruiser,,,,,,Black exhaust headers and black mufflers,"3,750",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3 in. (76.2 mm),29.9 in. (760 mm),,,,,,,,"$8,999 ",Black 9 Spoke with Machined Highlights,"Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 883N - Sportster® Iron 883™,"$9,495 ",2820,5.5 in. (140 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,Motorcycle / Scooter,1HD4LE214KC410537,5.531,,,7.436,,,,,,,,,,,4.6 in. (117 mm),,,"86 in. (2,185 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,564 lb. (256 kg),,,,51 mpg (4.6 l/100 km),,,,,,,,3.931,,,,2.8 qt. (2.6 l),4.584,,,Black 9 Spoke with Machined Highlights,,,3.811 in. (96.8 mm),53.8 ft-lb (73 Nm),,545 lb. (247 kg),,,U410537WF,3.3 gal. (12.5 l),,,,"Chain, 34/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,53.9 cu in (883 cc),,Pre-owned,,,,,,Sportster®,,XL 883N - Sportster® Iron 883™,,,,,,10.41,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,Cruiser,,,,,,Black exhaust headers and black mufflers,"3,750",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3 in. (76.2 mm),29.9 in. (760 mm),,,,,,,,"$8,999 ",Black 9 Spoke with Machined Highlights,"Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 883N - Sportster® Iron 883™,"$8,999 ",3345,5.5 in. (140 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,Motorcycle / Scooter,1HD4LE219KC436535,5.531,,,7.436,,,,,,,,,,,4.6 in. (117 mm),,,"86 in. (2,185 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,564 lb. (256 kg),,,,51 mpg (4.6 l/100 km),,,,,,,,3.931,,,,2.8 qt. (2.6 l),4.584,,,Black 9 Spoke with Machined Highlights,,,3.811 in. (96.8 mm),53.8 ft-lb (73 Nm),,545 lb. (247 kg),,,U436535FR,3.3 gal. (12.5 l),,,,"Chain, 34/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,53.9 cu in (883 cc),,Pre-owned,,,,,,Sportster®,,XL 883N - Sportster® Iron 883™,,,,,,10.41,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,Cruiser,,,,,,Black exhaust headers and black mufflers,"3,750",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3 in. (76.2 mm),29.9 in. (760 mm),,,,,,,,"$8,999 ",Black 9 Spoke with Machined Highlights,"Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 883N - Sportster® Iron 883™,"$8,995 ",,5.5 in. (140 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,Motorcycle / Scooter,1HD4LE211KC407370,5.531,,,7.436,,,,,,,,,,,4.6 in. (117 mm),,,"86 in. (2,185 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,564 lb. (256 kg),,,,51 mpg (4.6 l/100 km),,,,,,,,3.931,,,,2.8 qt. (2.6 l),4.584,,,Black 9 Spoke with Machined Highlights,,,3.811 in. (96.8 mm),53.8 ft-lb (73 Nm),,545 lb. (247 kg),,,U407370CL,3.3 gal. (12.5 l),,,,"Chain, 34/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,53.9 cu in (883 cc),,Pre-owned,,,,,,Sportster®,,XL 883N - Sportster® Iron 883™,,,,,,10.41,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,Cruiser,,,,,,Black exhaust headers and black mufflers,"3,750",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3 in. (76.2 mm),29.9 in. (760 mm),,,,,,,,"$8,999 ",Black 9 Spoke with Machined Highlights,"Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019 Harley-Davidson® XL 883N - Sportster® Iron 883™,"$8,795 ",5193,5.5 in. (140 mm),,,,Electronic Sequential Port Fuel Injection (ESPFI),,9:01,,,25.7 in. (653 mm),,,,27,,,150/80B16 77H,,,Motorcycle / Scooter,1HD4LE218KC429947,5.531,,,7.436,,,,,,,,,,,4.6 in. (117 mm),,,"86 in. (2,185 mm)",,,,"Handlebar-mounted electronic speedometer with odometer, time-of-day clock, dual tripmeter, low fuel warning light, low oil pressure light, engine diagnostics readout, LED indicator lights",,,,2019,,,,,,,,,,$395 ,564 lb. (256 kg),,,,51 mpg (4.6 l/100 km),,,,,,,,3.931,,,,2.8 qt. (2.6 l),4.584,,,Black 9 Spoke with Machined Highlights,,,3.811 in. (96.8 mm),53.8 ft-lb (73 Nm),,545 lb. (247 kg),,,U429947SR,3.3 gal. (12.5 l),,,,"Chain, 34/57 ratio",,30,,,,,,$100 ,"High beam, neutral, low oil pressure, turn signals, engine diagnostics, low fuel warning, low battery, security system (if equipped), ABS (if equipped)",,,,,,,,,,,Harley-Davidson®,,,$360 ,53.9 cu in (883 cc),,Pre-owned,,,,,,Sportster®,,XL 883N - Sportster® Iron 883™,,,,,,10.41,,"Air-cooled, Evolution®",,,28,,,,,100/90B19 57H,,Cruiser,,,,,,Black exhaust headers and black mufflers,"3,750",J1349,,,,,,,,,,,,,,"59.6 in. (1,515 mm)",,,,,,,,,,,,,,,,3 in. (76.2 mm),29.9 in. (760 mm),,,,,,,,"$8,999 ",Black 9 Spoke with Machined Highlights,"Dual-piston front, Dual-piston rear",$795 ,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
